,Symbol,Start,End,Label,Market.Cap,Sector,Income,Sales,Employees,price.to.earnings,Price.Earnings.to.Growth,Price.to.Sales.Ratio,Price.to.Book,Price.to.free.cash.flow,debt.to.equity,EPS..ttm.,Inst.Own,ROE,ROI,Profit.Margin,Shs.Outstand,Beta
648,DCGO,10.04,9.04,DOWN,1002170649,Health Care,45900000,595800000,1706,18.83,0.61,1.33,3.24,0,0.04,0.43,0.332,0,0.064,0.077,99300000,0
649,DCOM,24.2,34.74,UP,1337787305,Finance,0,392200000,802,9.17,0,3.41,1.28,0,0.2,3.71,0.796,0,0.241,0,38630000,1.08
650,DCPH,56.73,10.07,DOWN,1084522456,Health Care,-258200000,109100000,280,0,0,9.39,2.83,0,0,-4.28,0.754,-0.758,-0.985,0,72130000,0.77
651,DCT,41.48,30.22,DOWN,1592231556,Technology,-8300000,302900000,1653,0,0,4.6,1.89,0,0,-0.06,0.78,-0.008,-0.024,-0.02,132520000,0
652,DCTH,16.91,7.5,DOWN,24933278,Health Care,-30300000,3800000,45,0,0,6.84,0,0,0,-3.8,0.194,-4.656,0,0,8600000,0.92
653,DDOG,91.23,178.93,UP,25557735911,Technology,6500000,1370000000,3200,3860,87.57,16.04,18,57.31,0.61,0.02,0.808,0.006,-0.012,0.005,314800000,0
654,DENN,13.71,15.9,UP,660108088,Consumer Discretionary,100600000,429600000,3300,7.58,0.84,1.62,0,21.48,0,1.57,0.845,-1.539,0.665,0.234,62310000,1.54
655,DFFN,42.21,15.31,DOWN,9930514,Health Care,-24400000,0,16,0,0,0,0.37,0,0,-12.11,0.106,-0.749,0,0,2040000,1.44
656,DGICA,14.2,14.11,DOWN,474838164,Finance,-200000,835000000,410,2215.71,221.57,0.61,0.96,0,0.07,0.01,0.787,0.053,0.046,0.033,31650000,-0.02
657,DGII,18.78,24.97,UP,1422633298,Technology,12700000,361600000,659,103.13,6.07,3.83,2.66,52.7,0.53,0.36,0.91,0.027,0.023,0.035,35130000,1.25
658,DGLY,2.63,1.08,DOWN,16897775,Technology,1500000,36000000,146,15.15,0.76,0.55,0.4,0,0.03,0.02,0.091,0.029,-0.259,0.041,48660000,0.61
659,DHC,3.94,2.97,DOWN,326403572,Real Estate,407300000,1300000000,600,0.75,0.23,0.24,0.11,0,1.1,1.71,0.843,0.153,-0.006,0.314,238200000,1.69
660,DHIL,147.66,191.99,UP,539928521,Finance,43600000,162600000,128,13.05,0,3.4,3.34,0,0,13.84,0.677,0.247,0.272,0.268,3080000,0.99
661,DIOD,71.24,108.94,UP,3276453113,Technology,286800000,1930000000,8921,11.69,0.78,1.7,2.44,20.68,0.2,6.24,0.988,0.227,0.128,0.148,45270000,1.29
662,DISH,31.53,32.85,UP,7941846197,Consumer Discretionary,2060000000,17440000000,14500,4.53,0,0.44,0.47,6.69,1.27,3.24,0.848,0.131,0.066,0.118,530090000,1.81
663,DJCO,385.01,358.1,DOWN,376616611,Technology,-32200000,46200000,290,0,0,8.21,1.67,0,0.34,-23.34,0.433,-0.132,-0.132,-0.697,1380000,0.75
664,DKNG,44.86,28.46,DOWN,7098192968,Consumer Discretionary,-1556100000,1570000000,3400,0,0,3.24,2.92,0,0.71,-3.79,0.565,-0.935,-0.536,-0.991,437030000,0
665,DLHC,9.26,21.23,UP,169663011,Consumer Discretionary,22700000,393100000,2400,8.26,0.53,0.43,1.93,0,0,1.6,0.624,0.294,0.126,0.058,12810000,1.41
666,DLPN,3.39,8.91,UP,28889292,Consumer Discretionary,-2700000,39400000,202,0,0,0.68,0.93,0,0.19,-0.35,0.099,-0.109,-0.088,-0.069,9500000,2.33
667,DLTH,10.83,15.22,UP,291054756,Consumer Discretionary,21200000,680500000,1106,13.85,0.55,0.43,1.29,2947.23,0.3,0.65,0.306,0.096,0.116,0.031,32770000,1.02
668,DLTR,106.94,141.27,UP,35513043595,Consumer Discretionary,1570000000,27170000000,61886,23.15,1.11,1.32,4.27,21.58,0,6.91,0.993,0.198,0.135,0.058,224200000,0.73
669,DMAC,10.04,3.73,DOWN,31467250,Health Care,-13600000,0,14,0,0,0,0.82,0,0,-0.56,0.228,-0.32,0,0,26440000,1.98
670,DMLP,11.13,19.62,UP,1071625476,Energy,106100000,142100000,24,9.86,0,7.46,6.33,54.33,0,2.9,0.216,0.733,0.496,0.746,37550000,1.22
671,DMRC,47.31,40.06,DOWN,323526004,Technology,-43500000,28700000,228,0,0,14.27,3.52,0,0,-2.45,0.598,-0.571,-0.629,0,19540000,1.35
672,DMTK,32.1,16.8,DOWN,98831422,Health Care,-105900000,14100000,255,0,0,3.93,0.31,0,0,-3.55,0.601,-0.49,-0.337,0,29960000,1.46
673,DNLI,70.86,45.05,DOWN,3864876223,Health Care,-283900000,112400000,395,0,0,32.65,3.86,0,0,-2.32,0.714,-0.301,-0.307,0,123010000,1.45
674,DOCU,222.41,155.16,DOWN,9737793577,Technology,-108600000,2340000000,7461,0,0,3.68,20.94,19.55,0,-0.54,0.794,-0.342,-0.065,-0.046,200620000,1.12
675,DOGZ,2,8.07,UP,37310546,Consumer Discretionary,3200000,27100000,309,9.36,0,0.98,0.35,0,0.08,0.09,0.118,0.046,0.03,0.119,35570000,0.84
676,DOMO,61.95,51.09,DOWN,606849000,Technology,-123800000,285100000,917,0,0,1.77,0,0,0,-3.74,0.811,0.968,4,-0.434,33970000,2.34
677,DORM,87.34,111.98,UP,2581664308,Consumer Discretionary,137800000,1630000000,3360,18.5,1.23,1.56,2.48,106.78,0.22,4.36,0.792,0.141,0.114,0.085,31410000,0.55
678,DOX,69.54,74.97,UP,10521575470,Technology,536700000,4500000000,27176,18.7,1.67,2.24,2.81,28.09,0,4.33,0.981,0.154,0.165,0.122,122320000,0.7
679,DOYU,11.46,2.54,DOWN,317483840,Technology,-67200000,1140000000,2155,0,0,0.28,0.37,0,0,-0.21,0.2,-0.078,-0.104,-0.059,318270000,0
680,DPRO,3.39,1.66,DOWN,23246755,Industrials,31000000,7900000,41,0.75,0,3.85,0.76,0,0.02,0.91,0.0252,0.913,-0.672,0,33210000,0
681,DRIO,15.41,12.85,DOWN,104130948,Health Care,-79800000,25900000,200,0,0,3.6,0.91,0,0.23,-4.29,0.368,-0.791,-0.895,0,22430000,1.17
682,DRRX,2.1,0.96,DOWN,141232292,Health Care,-39400000,13500000,78,0,0,9.83,3.43,0,0.57,-0.17,0.456,-0.764,-0.437,0,227740000,1.31
683,DSGR,49.81,54.31,UP,590871307,Industrials,-4400000,683100000,1840,0,0,1.09,1.44,0,0.75,-0.07,0.946,-0.018,0.065,-0.006,20340000,0.85
684,DSWL,2.94,3.9,UP,49558593,Industrials,8200000,86000000,990,6.3,0,0.58,0.56,0,0,0.51,0.026,0.095,0.032,0.096,15940000,0.35
685,DTIL,8.77,7.59,DOWN,155699301,Health Care,-92800000,37500000,192,0,0,3.64,0.82,0,0,-1.48,0.531,-1.016,0,0,110820000,1.49
686,DTSS,2.02,1.55,DOWN,33393247,Technology,-6500000,17100000,123,0,0,2.13,14.2,0,0.04,-0.27,0.007,-1.353,-2.784,-0.382,24310000,-0.11
687,DTST,6,3.06,DOWN,13788883,Technology,-600000,22300000,60,0,0,0.61,0.6,0,0.09,-0.08,0.086,-0.025,0.018,-0.025,6760000,0.79
688,DUO,115.2,7.38,DOWN,10229926,Technology,-155300000,54100000,604,0,0,0.15,0.4,0,0.63,-358.88,0.007,-1.755,-2.726,0,5460000,0
689,DUOT,4.17,5.42,UP,23251081,Technology,-6600000,10500000,60,0,0,2.14,11.36,0,0.1,-1.45,0.368,9.368,2.983,-0.631,6100000,0.7
690,DVAX,4.62,14.22,UP,1461402286,Health Care,228400000,673800000,311,9.38,0,2.33,3.76,11.04,0.52,1.34,0.922,0.913,0.29,0.339,126350000,1.32
691,DWSN,2.08,2.3,UP,47869925,Energy,-24900000,32000000,190,0,0,1.59,0.95,0,0.01,-1.05,0.843,-0.408,-0.465,-0.778,23810000,1.19
692,DXCM,89.44,135.33,UP,46451402113,Health Care,230000000,2790000000,6300,215.57,6.55,16.18,24.64,172.97,1.11,0.54,0.982,0.111,0.06,0.082,389800000,1.2
693,DXLG,0.27,5.74,UP,411296072,Consumer Discretionary,93900000,527200000,1353,4.99,0.33,0.8,3.69,8.57,0,1.39,0.667,1.288,1.049,0.178,62690000,1.55
694,DXPE,22.31,25.46,UP,536848791,Industrials,32400000,1270000000,2490,17.79,0.89,0.44,1.48,27.28,0.92,1.66,0.73,0.097,0.051,0.028,18770000,2.01
695,DXYN,2.55,5.36,UP,17807210,Consumer Discretionary,-5700000,339800000,1322,0,0,0.05,0.27,0,1.49,-0.38,0.413,-0.116,0.068,-0.022,15220000,2.37
696,DYAI,5.16,4.4,DOWN,65088899,Health Care,-11700000,2300000,7,0,0,25.36,4.35,0,0,-0.42,0.14,-0.667,-0.8,0,28260000,0.49
697,DYN,19.01,11.95,DOWN,590642872,Health Care,-182300000,0,108,0,0,0,1.78,0,0,-3.54,0.921,-0.519,0,0,51680000,0
698,DYNT,0.81,1,UP,8302105,Health Care,-4700000,44300000,195,0,0,0.19,0.56,0,0.16,-0.26,0.172,-0.296,-0.299,-0.107,18190000,0.21
699,DZSI,15.2,16.09,UP,440523947,Utilities,-17300000,354600000,840,0,0,1.18,3.18,0,0.2,-0.63,0.36,-0.134,-0.269,-0.049,27660000,1.47
700,EA,139.51,134.46,DOWN,35023979364,Consumer Discretionary,896000000,7210000000,12900,41.97,5.8,5.1,4.83,24.2,0,3.15,0.932,0.103,0.088,0.109,279000000,0.86
701,EAR,42.5,5.05,DOWN,25853607,Health Care,-187900000,3600000,257,0,0,6.53,1.95,0,8.93,-4.79,0.459,-3.347,-1.857,0,39360000,0
702,EAST,1.27,1.99,UP,4834815,Consumer Staples,-10300000,14500000,71,0,0,0.32,0.4,0,1.18,-0.73,0.145,-0.847,-0.245,-0.712,15270000,1.77
703,EBIX,37.58,30.44,DOWN,610374738,Technology,69400000,995600000,10030,7.36,0.74,0.53,0.8,11.79,1.01,2.26,0.699,0.107,0.085,0.07,30750000,2.56
704,EBMT,20.81,23.06,UP,149993794,Finance,8800000,62000000,352,14.79,1.48,2.36,0.84,3.35,0.36,1.25,0.353,0.073,0.219,0.183,7410000,0.52
705,EBON,7.14,0.98,DOWN,58667531,Technology,0,51450000,262,16,0,1.17,0.16,0,0,0.02,0.1267,0,0,0,188380000,0
706,EBTC,25.34,45.18,UP,393232664,Finance,41300000,152000000,536,9.99,0,2.72,1.44,10.04,0.21,3.4,0.306,0.131,0.311,0.277,12110000,0.52
707,ECOR,1.62,0.6,DOWN,18513121,Health Care,-19900000,7000000,52,0,0,2.06,0.61,0,0,-0.28,0.187,-0.584,-0.471,0,70820000,0.8
708,EDAP,5.12,5.3,UP,339404395,Health Care,2500000,50000000,227,163.65,54.55,7.43,6.69,0,0.12,0.06,0.294,0.05,-0.028,0.05,33470000,1.22
709,EDIT,71.59,27.79,DOWN,855943732,Health Care,-184500000,31800000,264,0,0,23.49,1.63,0,0,-2.69,0.697,-0.348,-0.349,0,68640000,1.96
710,EDSA,4.3,5.6,UP,15462287,Health Care,-18400000,0,16,0,0,0,1.19,0,0,-1.31,0.225,-1.404,0,0,15460000,1.17
711,EDTK,3.03,0.94,DOWN,16633167,Real Estate,-1400000,23100000,71,0,0,0.68,0.3,3.67,0.29,-0.1,0.036,-0.029,-0.017,-0.061,14910000,0
712,EDUC,15.25,9.1,DOWN,21758386,Consumer Discretionary,2400000,111000000,166,9.24,0,0.21,0.45,0,1.03,0.28,0.235,0.051,0.082,0.021,8080000,0.94
713,EEFT,140.65,119.14,DOWN,4184653111,Technology,160100000,3300000000,8800,27.83,1.86,1.24,4.15,10.06,2.05,3.02,0.973,0.071,0.044,0.027,50400000,1.36
714,EFOI,4.2,4.5,UP,3767107,Consumer Discretionary,-9100000,8700000,58,0,0,0.42,0.66,0,1.1,-1.5,0.134,-1.983,-0.696,0,9190000,1.87
715,EFSC,34.63,47.17,UP,2002969630,Finance,190700000,466000000,1032,10.34,1.15,4.17,1.42,9.32,0.11,5.06,0.719,0.136,0.193,0.409,37350000,1.18
716,EGAN,11.72,10.04,DOWN,257411535,Technology,-2400000,92000000,687,0,0,2.67,4.39,32.73,0,-0.08,0.559,-0.045,-0.059,-0.027,31860000,0.4
717,EGBN,40.75,58.16,UP,1454131199,Finance,140400000,381700000,507,10.5,1.44,3.82,1.18,6.17,0.06,4.37,0.768,0.137,0.201,0.469,32080000,0.88
718,EGIO,4.22,3.49,DOWN,592127300,Technology,-51100000,250400000,1317,0,0,2.02,1.03,0,0.36,-0.37,0.748,-0.271,-0.184,-0.204,219710000,0.89
719,EGLE,19.61,44.17,UP,668066349,Consumer Discretionary,313300000,751200000,1000,2.78,0,0.95,0.91,2.69,0.48,19.2,0.904,0.458,0.243,0.417,12990000,1.33
720,EGLX,3.5,3.06,DOWN,100965907,Miscellaneous,-53700000,198600000,60,0,0,0.66,0.29,0,0.04,-0.41,0.1093,-0.204,-0.176,-0.27,138750000,0
721,EGRX,48.66,51.1,UP,407851848,Health Care,22800000,272200000,102,22.48,8.33,1.86,2.14,14.34,0.21,1.77,0.877,0.112,-0.006,0.084,12840000,0.8
722,EH,21.24,15.37,DOWN,216765415,Consumer Discretionary,-43800000,5800000,326,0,0,38.78,7.29,0,0.16,-0.76,0.252,-1.012,-0.884,0,57200000,0
723,EHTH,69.43,25.61,DOWN,73185504,Finance,-184200000,463100000,2379,0,0,0.19,0.13,0,0.1,-6.81,0.893,-0.253,-0.14,-0.398,27280000,0.4
724,EIGR,12.2,5.21,DOWN,224745005,Health Care,-88500000,13200000,51,0,0,14.31,1.83,0,0.38,-2.44,0.693,-0.978,-0.739,0,43060000,1.43
725,EKSO,6.33,2.61,DOWN,21514766,Health Care,-13000000,13200000,45,0,0,1.44,0.6,0,0,-1.02,0.161,-0.366,-0.325,-0.985,12880000,1.84
726,ELDN,14.6,4.36,DOWN,33016291,Health Care,-37700000,0,12,0,0,0,0.23,0,0,-2.59,0.513,-0.236,0,0,14270000,1.83
727,ELOX,3.86,0.71,DOWN,13076424,Health Care,-44200000,0,28,0,0,0,7,0,6.78,-0.51,0.383,-2.568,0,0,86650000,2.13
728,ELSE,4.33,6.28,UP,16470622,Industrials,-100000,8900000,33,0,0,1.82,1.28,0,0,-0.03,0.078,-0.007,0.03,-0.011,3400000,0.38
729,ELTK,5.03,3.76,DOWN,16268753,Technology,5400000,36300000,260,3.94,0,0.58,1.05,70.23,0.19,0.92,0.023,0.271,0.213,0.148,5850000,-1.45
730,ELYS,5.39,3.08,DOWN,5941108,Consumer Discretionary,-18100000,42300000,97,0,0,0.23,0.47,0,0.03,-0.77,0.098,-0.954,-1.478,-0.427,24120000,2.94
731,EMCF,31.12,28.97,DOWN,84244530,Finance,10500000,36600000,148,7.6,0,2.18,1.04,42,0,3.82,0.11,0.123,0.304,0.288,2730000,0.25
732,EMKR,5.15,7.01,UP,57639104,Technology,-2400000,142500000,365,0,0,0.4,0.43,10.25,0,-0.07,0.565,-0.017,0.182,-0.017,37420000,1.33
733,EML,22.91,25.18,UP,133109481,Industrials,14100000,262100000,1191,9.34,0,0.49,1.09,0,0.65,2.26,0.646,0.129,0.078,0.057,6220000,0.95
734,ENG,2.94,1.35,DOWN,37950452,Consumer Discretionary,-6600000,31600000,198,0,0,1.24,1.64,0,0.08,-0.19,0.082,-0.245,-0.283,-0.21,35440000,1.77
735,ENLV,9.65,5.92,DOWN,57759578,Health Care,-26300000,0,71,0,0,0,1.11,0,0,-1.43,0.092,-0.329,0,0,18380000,0.97
736,ENOB,3.16,7.39,UP,108049703,Health Care,-40600000,0,11,0,0,0,0.59,0,0.03,-0.8,0.076,-0.243,0,0,52640000,0.97
737,ENPH,172.24,186.41,UP,41665780691,Technology,296200000,2020000000,2260,131.14,3.44,18.55,59.74,68.72,2.11,2.05,0.749,0.65,0.125,0.147,135630000,1.42
738,ENSG,75.34,83.71,UP,4970280190,Health Care,213000000,2910000000,25900,24.54,1.64,1.72,4.28,27.71,0.13,3.75,0.94,0.195,0.17,0.074,54880000,0.99
739,ENTA,42.1,74.57,UP,935727790,Health Care,-120000000,89400000,155,0,0,9.83,2.61,0,0,-5.86,0.983,-0.324,-0.202,0,20710000,0.53
740,ENTG,95.2,138.24,UP,11825525160,Technology,460900000,2560000000,6850,19.61,1.32,3.81,4.71,132.64,1.78,3.38,0.956,0.261,0.173,0.18,149030000,1.21
741,ENTX,1.24,2.88,UP,13949156,Health Care,-4500000,400000,22,0,0,46.64,1.05,0,0,-0.05,0.171,0,-0.538,0,28810000,1.88
742,ENVB,199,46.61,DOWN,7221992,Health Care,-52200000,0,23,0,0,0,0.15,0,0,-76.79,0.09,-1.683,0,0,2080000,1.25
743,EOLS,3.2,6.5,UP,479610369,Health Care,-78600000,132400000,174,0,0,3.29,9.19,0,0,-1.41,0.489,-1.071,-0.297,-0.593,56080000,1.94
744,EOSE,23.9,7.7,DOWN,93786421,Technology,-151200000,13000000,251,0,0,7.43,0,0,0,-2.77,0.505,0,-0.942,0,56020000,0
745,EPIX,11.97,14.11,UP,88766044,Health Care,-37300000,0,30,0,0,0,0.84,0,0,-0.85,0,-0.204,0,0,44060000,2.05
746,EQ,5.03,4.04,DOWN,64238397,Health Care,-72400000,0,45,0,0,0,1.51,0,0.26,-2.3,0.378,-1.232,0,0,34290000,1.13
747,EQBK,21.54,33.84,UP,573438457,Finance,56500000,175600000,702,10.58,1.06,3.29,1.36,7.05,0.22,3.4,0.699,0.118,0.233,0.302,16110000,0.79
748,EQIX,692.56,845.49,UP,51610485836,Real Estate,639300000,6930000000,10944,86.34,4.05,8.14,5.19,0,1.4,7.03,0.971,0.059,0.036,0.092,91040000,0.53
749,EQOS,16.39,1.98,DOWN,21749651,Consumer Discretionary,-75000000,5300000,195,0,0,3.87,4.37,0,1.88,-1.84,0.036,-2.083,-6.845,0,46960000,1.83
750,ERIC,12.04,10.94,DOWN,18570380000,Technology,2060000000,23310000000,104490,9.03,1.77,0.81,1.48,14.02,0.31,0.62,0.09,0.186,0.17,0.088,3330000000,0.5
751,ERIE,240.91,192.87,DOWN,13401893168,Finance,288100000,2780000000,5805,53.41,5.34,4.42,10.16,1022.42,0,4.93,0.363,0.215,0.167,0.104,52290000,0.4
752,ERII,13.75,21.34,UP,1435402032,Technology,11900000,107200000,222,92.62,4.63,9.57,6.5,366.52,0,0.2,0.828,0.068,0.079,0.111,56220000,1.2
753,ERNA,92.8,84.2,DOWN,9644183,Health Care,-107500000,0,10,0,0,0,0.64,0,0,-42.05,0.236,-6.091,0,0,2940000,4.32
754,ERYP,9.77,2.36,DOWN,20627338,Health Care,-26600000,26900000,149,0,0,0.74,0.85,0,0.77,-1.07,0.049,0,-1.314,0,31020000,2.03
755,ESCA,21.08,15.65,DOWN,149293339,Consumer Discretionary,20200000,315100000,670,7.17,0.48,0.47,0.92,0,0.68,1.48,0.242,0.132,0.126,0.064,13590000,1.18
756,ESEA,5.46,24.17,UP,136608055,Consumer Discretionary,91900000,155100000,365,1.63,0.33,0.94,1.12,1.43,0.78,12.69,0.07,0.989,0.235,0.592,7220000,0.73
757,ESGR,202.07,247.48,UP,3509921326,Finance,-898500000,81800000,832,0,0,40.35,0.71,2.48,0.41,-51.35,0.787,-0.163,0.036,0,17230000,0.62
758,ESLT,130.01,173.19,UP,8987612191,Industrials,274300000,5280000000,17787,31.47,2.89,1.65,3.41,58.29,0.39,6.2,0.062,0.113,0.082,0.052,44210000,0.67
759,ESPR,27.71,4.96,DOWN,544724682,Health Care,-257600000,67500000,218,0,0,8.05,0,0,0,-6.37,0.876,0.943,-3.693,0,68050000,0.31
760,ESQ,18.7,31.48,UP,359528193,Finance,26100000,53900000,110,14.2,0,6.69,2.38,13.35,0,3.2,0.588,0.134,0.222,0.354,7630000,0.88
761,ESSA,14.76,17.25,UP,209452319,Finance,18200000,59500000,234,10.87,0,3.49,0.93,14.53,0,1.86,0.382,0.082,0.232,0.288,9790000,0.32
762,ESTA,36,64.88,UP,1362676107,Health Care,-71900000,144000000,851,0,0,8.88,81.77,0,0,-2.96,0.817,-1.634,-0.259,-0.499,24400000,1.08
763,ETNB,24,13.58,DOWN,442532164,Health Care,-105200000,0,41,0,0,0,2.17,0,0.24,-5.2,0.883,-0.924,0,0,39070000,0
764,ETON,8.11,4.28,DOWN,65266355,Health Care,-11900000,16400000,17,0,0,3.93,4.83,0,0.48,-0.47,0.25,-0.797,-0.047,-0.728,25130000,1.4
765,ETSY,172.08,222.01,UP,11893639784,Consumer Discretionary,405600000,2410000000,2722,35.54,0,5.34,21.7,22.99,4.11,2.79,0.9929,0.679,0.16,0.17,127090000,1.7
766,EVBG,147.49,67.58,DOWN,1234891570,Technology,-94400000,402900000,1893,0,0,2.4,3.76,0,3.08,-2.41,0.989,-0.264,-0.05,-0.234,39570000,0.76
767,EVGN,5.1,1.66,DOWN,30905634,Industrials,-32100000,1000000,141,0,0,29.89,0.81,0,0.06,-0.78,0.043,-0.652,-0.549,0,41200000,1.18
768,EVGO,10.53,10.21,DOWN,513944665,Consumer Discretionary,-15700000,30100000,219,1008.57,0,62.64,0,0,0,0.01,0.546,0.013,0.066,-0.523,264380000,0
769,EVK,2.99,2.6,DOWN,13654926,Consumer Discretionary,200000,328200000,4300,67.79,0,0.04,0.09,0,0.51,0.01,0.012,0.001,-0.017,0,14810000,-0.12
770,EVLO,11.85,6.27,DOWN,228719866,Health Care,-122800000,0,122,0,0,0,4.15,0,1.31,-2.13,0.827,-8.107,0,0,107990000,1.38
771,EVLV,10.08,4.6,DOWN,420937523,Technology,-14200000,33000000,102,0,0,11.36,1.44,0,0.04,-0.1,0.486,-0.051,-0.222,-0.431,143550000,0
772,EVOK,32.4,6.9,DOWN,5950665,Health Care,-8000000,2200000,4,0,0,2.52,0.74,0,0,-2.84,0.021,-1.845,-0.948,0,3340000,0.66
773,EVOP,26.82,25.4,DOWN,1397475629,Technology,3100000,532800000,2300,524.69,31.93,3.28,0,11.2,0,0.06,0.996,-0.005,-0.721,0.006,47860000,1.18
774,EVTV,7.74,4.5,DOWN,52352349,Consumer Discretionary,-9600000,4600000,12,0,0,11.29,0.71,0,0,-0.26,0.039,-0.132,-0.104,0,15000000,2.57
775,EWBC,51.14,79.02,UP,10137605813,Finance,1010000000,1980000000,3100,9.86,1.23,4.93,1.76,0,0.03,7.07,0.919,0.159,0.22,0.457,141430000,1.43
776,EXAS,128.77,77.89,DOWN,6130763367,Health Care,-734500000,1940000000,6420,0,0,3.48,2.1,0,0.7,-4.23,0.89,-0.221,-0.109,-0.379,176360000,1.31
777,EXC,29.37,40.91,UP,38268365635,Utilities,2540000000,28110000000,31518,14.17,0.89,1.29,1.52,0,1.64,2.59,0.837,0.092,0.031,0.094,993740000,0.55
778,EXEL,20.53,18.63,DOWN,5303787800,Health Care,272600000,1550000000,954,19.4,0.42,3.34,2.12,15.12,0,0.84,0.897,0,0.101,0,322150000,0.69
779,EXLS,83.87,144.72,UP,6001888189,Technology,139400000,1330000000,37400,44.46,2.65,4.48,8.63,45.47,0.38,4.12,0.9975,0.2,0.117,0.105,33240000,1.01
780,EXPD,92.31,133.4,UP,16020905552,Consumer Discretionary,1540000000,18980000000,19070,10.56,0,0.82,4.48,12.08,0,9.07,0.965,0.43,0.402,0.081,165090000,0.92
781,EXPE,131.37,181.47,UP,14886136717,Consumer Discretionary,331000000,10670000000,14800,42.72,1.87,1.29,7.38,4.53,3.52,2.1,0.979,0.173,0.039,0.031,157290000,1.51
782,EXPI,30.7,34.26,UP,2015889113,Finance,57600000,4610000000,1669,30.52,3.05,0.37,6.59,8.01,0,0.37,0.315,0.253,0.363,0.012,150780000,2.9
783,EXPO,88.22,116.01,UP,4893918411,Consumer Discretionary,100200000,499400000,1215,51.7,3.45,9.85,15.13,74.34,0,1.9,0.946,0.259,0.202,0.2,51890000,0.62
784,EXTR,6.93,15.87,UP,2373240295,Telecommunications,44200000,1140000000,2643,54.53,2.73,2.04,21.24,19.01,2.42,0.33,0.857,0.478,0.143,0.039,130290000,2.09
785,EYE,46.99,48.55,UP,2943277552,Health Care,87100000,2030000000,13735,36.31,0,1.41,3.32,64.01,0.64,1.02,0,0.093,0.103,0.043,80060000,1.51
786,EYEN,6.29,3.8,DOWN,73728718,Health Care,-17200000,10000000,43,0,0,6.83,2.8,0,0.31,-0.57,0.141,-0.879,-0.449,0,33650000,1.6
787,EYPT,9.01,12.72,UP,183308194,Health Care,-76500000,41500000,122,0,0,4.28,1.29,0,0.26,-2.26,0.892,-0.514,0,0,37320000,1.1
788,EZPW,4.79,7.31,UP,548991834,Miscellaneous,44400000,845300000,6500,16.97,0.48,0.59,0.77,14.48,0,0.55,0.943,0.066,0.025,0.052,56660000,1.13
789,FAMI,28.5,5.57,DOWN,11863336,Consumer Staples,0,39290000,67,11.21,0,0.32,0.41,0,0,0.05,0.0099,0,0,0,22320000,0
790,FANG,48.94,107.31,UP,27938830683,Energy,3830000000,9110000000,870,7.63,0.37,3.16,2.17,6.49,0.41,21.42,0.977,0.309,0.175,0.421,177840000,2.05
791,FANH,10.93,6.16,DOWN,255144298,Finance,5400000,393800000,5785,49.01,0,0.68,1.28,0,0,0.1,0.2,0.023,0.115,0.014,53720000,0.4
792,FARM,4.53,7.33,UP,113272069,Consumer Staples,-16300000,469200000,1068,0,0,0.21,0.96,0,1.03,-0.89,0.621,-0.155,-0.068,-0.035,18450000,1.47
793,FARO,68.33,69.95,UP,551123334,Industrials,-53800000,335900000,1432,0,0,1.66,1.83,0,0,-2.95,0,-0.166,-0.122,-0.16,18270000,1.39
794,FAST,47.65,63.81,UP,27652847006,Basic Materials,1070000000,6820000000,19519,26.66,4.21,4.12,8.98,0,0.18,1.86,0.797,0.343,0.272,0.157,573000000,1.16
795,FAT,5.15,10.74,UP,135072031,Consumer Discretionary,-75000000,377600000,5200,0,0,0.3,0,0,0,-4.57,0.072,0.713,-0.007,-0.199,16530000,2.06
796,FATE,89.68,60.07,DOWN,2037976177,Health Care,-253700000,68300000,449,0,0,27.85,3.28,0,0,-2.64,0,-0.387,-0.32,0,96700000,1.57
797,FBIO,3.25,2.52,DOWN,90971283,Health Care,-89500000,82200000,173,0,0,1.03,0.96,0,1.26,-1.06,0.307,-0.951,-1.183,0,88740000,1.9
798,FBIZ,18.23,28.95,UP,322340493,Finance,37800000,107300000,307,8.47,1.06,3.01,1.33,12.99,0.18,4.6,0.697,0.16,0.286,0.353,8230000,0.77
799,FBMS,30.45,38.74,UP,789804304,Finance,62400000,186300000,794,11.19,0,4.19,1.2,11.85,0.26,2.93,0.609,0.103,0.172,0.345,24030000,0.92
800,FBNC,33.13,45.59,UP,1598419526,Finance,101000000,277000000,1179,14.12,1.74,5.93,1.53,9.23,0.06,3.24,0.722,0.093,0.167,0.364,35480000,1.13
801,FBRX,35.26,2.12,DOWN,21969520,Health Care,-16700000,0,6,0,0,0,0.4,0,0,-1.15,0.369,-0.409,0,0,20340000,0.82
802,FCAP,55.9,40.6,DOWN,82619194,Finance,11000000,30100000,182,7.32,0,2.7,0.94,5.97,0,3.28,0.104,0.107,0.232,0.365,3350000,0.23
803,FCBC,21.4,33.28,UP,604223062,Finance,44600000,109200000,622,13.8,2.76,5.51,1.47,23.61,0,2.67,0.386,0.109,0.223,0.422,16660000,0.52
804,FCEL,10.61,5.33,DOWN,1267384338,Utilities,-127600000,105200000,382,0,0,12.18,1.76,0,0.12,-0.34,0.428,-0.194,-0.105,0,405560000,3.57
805,FCFS,66.97,74.55,UP,4610521475,Miscellaneous,202800000,2480000000,17000,21.66,1.36,1.81,2.46,24.44,0.72,4.36,0.834,0.071,0.05,0.048,47420000,0.8
